nombre_evento,url_evento,codigo_postal,direccion,horario,organizacion
El casco antiguo de Villa de Vallecas: historia y evolución,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d3dc0a39f7464910VgnVCM2000001f4a900aRCRD,28031,CALLE MANUEL VELEZ 10,19:00,"{'organization-name': 'Centro Sociocultural Francisco Fatou (Villa de Vallecas)', 'accesibility': '1'}"
El cercano Oriente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e2331a577f8f4910VgnVCM1000001d4a900aRCRD,28005,CALLE SAN JUSTO 5,19:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
El chico y la garza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=07c6d58d22984910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
El chico y la garza,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e4bd318cb1405910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,12:00,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}"
El coro del mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d84fc08889415910VgnVCM2000001f4a900aRCRD,,,18:00,"{'organization-name': 'Centro Cultural Zazuar (Villa de Vallecas)', 'accesibility': '1,6'}"
El fantasma al que le asustaban los libros,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22e491bed4ff4910VgnVCM1000001d4a900aRCRD,28009,CALLE IBIZA 8,12:00,"{'organization-name': 'Centro Cultural Mercado de Ibiza (Retiro)', 'accesibility': '1'}"
El gran museo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e4464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
El gran sarao del mundo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3c41b249a0915910VgnVCM2000001f4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,19:30,"{'organization-name': 'Centro Cultural Antonio Machado (San Blas - Canillejas)', 'accesibility': '1'}"
El hambre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=23b133d971394910VgnVCM1000001d4a900aRCRD,28053,CALLE CONCEJO DE TEVERGA 1,19:00,"{'organization-name': 'Centro Cultural Lope de Vega (Puente de Vallecas)', 'accesibility': '1'}"
El hambre,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=9e4f7bfae6da4910VgnVCM2000001f4a900aRCRD,28031,CALLE PASO DE VILLAMANRIQUE 3,19:00,"{'organization-name': 'Teatro Municipal de Vallecas', 'accesibility': '1'}"
El Jurado,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=794f577981ff4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
El maquinista de la general,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=531a3bff72ca4910VgnVCM2000001f4a900aRCRD,28019,CALLE VERDAD 29,19:00,"{'organization-name': 'Centro Cultural Fernando Lázaro Carreter (Carabanchel)', 'accesibility': '1'}"
El niño Lord.Cah - Arganzuela,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=044a8dca45bb4910VgnVCM1000001d4a900aRCRD,,,20:00,
El príncipe de Egipto,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d292c57c1c915910VgnVCM1000001d4a900aRCRD,28031,CALLE PASO DE VILLAMANRIQUE 3,18:00,"{'organization-name': 'Teatro Municipal de Vallecas', 'accesibility': '1'}"
"El principito, un clásico para la eternidad",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b4249b6c617b4910VgnVCM1000001d4a900aRCRD,28043,CALLE CARRIL DEL CONDE 57,19:00,"{'organization-name': 'Centro Cultural Carril del Conde (Hortaleza)', 'accesibility': '1'}"
El profesor Marston y Wonder Woman,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=bcef577981ff4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
El Puma,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5e0748a4bb1b4910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,20:00,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}"
El Retiro a través de la música,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=44d9c0b0864b1810VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}"
El Retiro a través de sus jardines,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecfdaf6138133810VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}"
El reverso del placer,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b5f577981ff4910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
El sueño de la sultana,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3cac318cb1405910VgnVCM2000001f4a900aRCRD,28022,CALLE BOLTAÑA 27,19:00,"{'organization-name': 'Centro Cultural Buero Vallejo (San Blas - Canillejas)', 'accesibility': '1'}"
El tango de Marilyn,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=940deb1eb9305910VgnVCM1000001d4a900aRCRD,28009,PASEO COLOMBIA 1,19:00,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}"
El viaje de un donut,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0d6423f7c8e64910VgnVCM1000001d4a900aRCRD,28009,PASEO COLOMBIA 1,12:00,"{'organization-name': 'Centro Cultural Casa de Vacas (Retiro)', 'accesibility': '1'}"
El viaje del monstruo fiero,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=294533d971394910VgnVCM1000001d4a900aRCRD,28041,PLAZA ASOCIACION 1,19:00,"{'organization-name': 'Centro Cultural Meseta de Orcasitas (Usera)', 'accesibility': '1'}"
El vuelo del globo rojo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=155464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:00,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
El zoo de las rimas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5d8f54b34f215910VgnVCM1000001d4a900aRCRD,28004,CALLE BARCELO 4,17:00,"{'organization-name': 'Biblioteca Pública Municipal Mario Vargas Llosa (Centro)', 'accesibility': '1,6'}"
En compañía de las letras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=383d2a21725d3910VgnVCM1000001d4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,11:00,"{'organization-name': 'Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)', 'accesibility': '1,6'}"
En contacto con la música,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=6b98d15c0bfe4910VgnVCM2000001f4a900aRCRD,28033,CALLE SANTA VIRGILIA 15,12:00,"{'organization-name': 'Centro Cultural Hortaleza', 'accesibility': '1'}"
En la alcoba del Sultán,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=3986d58d22984910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Encuentro con Antonio Carmona - San Blas - Canillejas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2f9a8dca45bb4910VgnVCM1000001d4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,19:00,"{'organization-name': 'Centro Cultural Antonio Machado (San Blas - Canillejas)', 'accesibility': '1'}"
Encuentro con la autora Pepa G. Lillo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=f394570797315910VgnVCM1000001d4a900aRCRD,28037,CALLE SAN ROMAN DEL VALLE 8,18:00,"{'organization-name': 'Biblioteca Pública Municipal San Blas (San Blas-Canillejas)', 'accesibility': '1,6'}"
Encuentro de chirigotas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=79266524d3ca4910VgnVCM1000001d4a900aRCRD,28029,PLAZA DONOSO 5,17:30,"{'organization-name': 'Centro Cultural Eduardo Úrculo (Tetuán)', 'accesibility': '1,6'}"
Encuentros culturales Portugalete. De Estraperlo,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=dd78b2e5f1bd4910VgnVCM2000001f4a900aRCRD,28043,CALLE CARRIL DEL CONDE 57,19:00,"{'organization-name': 'Centro Cultural Carril del Conde (Hortaleza)', 'accesibility': '1'}"
Encuentros literarios de El Retiro.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=71e3938ed0ff1910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,19:00,"{'organization-name': 'Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)', 'accesibility': '1,6'}"
Encuentros literarios de El Retiro.,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2ed3938ed0ff1910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNÁN NÚÑEZ 24,19:00,"{'organization-name': 'Biblioteca Pública Municipal Eugenio Trías. Casa de Fieras de El Retiro (Retiro)', 'accesibility': '1,6'}"
Encyclopenglish,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=22533544ae1b4910VgnVCM2000001f4a900aRCRD,28005,CALLE SAN JUSTO 5,19:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
Entierro de la sardina,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4c919d2436405910VgnVCM2000001f4a900aRCRD,,,17:00,
Entierro de la sardina. Se acabó la fiesta,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=134c7a0da9294910VgnVCM1000001d4a900aRCRD,28001,CALLE GOYA 1,,"{'organization-name': 'Centro Cultural Emilia Pardo Bazán (Salamanca)', 'accesibility': '1'}"
Entre las higueras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c5d464926f415910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,20:30,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Entrega de premios,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ecaaa8c219315910VgnVCM2000001f4a900aRCRD,,,13:30,
Entreparques. De Concha Espina a Plaza de Castilla,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8f68979834530910VgnVCM1000001d4a900aRCRD,,,10:30,
Entreparques. Del Cerro del Tío Pío a Ruta Escultórica de Palomeras,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5a2a289a44d42910VgnVCM1000001d4a900aRCRD,,,10:30,
Entreparques. Del Parque del Oeste a Madrid Río,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=2062a1d8563f3910VgnVCM1000001d4a900aRCRD,,,10:30,
Érika López,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=665bc1e9c12b4910VgnVCM1000001d4a900aRCRD,28043,CALLE SAN NEMESIO 4,19:00,"{'organization-name': 'Centro Cultural San Juan Bautista (Ciudad Lineal)', 'accesibility': '1'}"
Escritoras españolas de las Vanguardias. Las grandes olvidadas. Parte II,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=81f61df1b4e64910VgnVCM2000001f4a900aRCRD,28005,CALLE SAN JUSTO 5,18:00,"{'organization-name': 'Biblioteca Pública Municipal Iván de Vargas (Centro)', 'accesibility': '1,6'}"
Escritura creativa en la Biblioteca Pío Baroja,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=30405a33ba4e3910VgnVCM1000001d4a900aRCRD,28005,CALLE ARGANDA 12,11:00,"{'organization-name': 'Biblioteca Pública Municipal Pío Baroja (Arganzuela)', 'accesibility': '1,6'}"
Escuela de espectadores sénior,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=06df85f1bda62910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,"{'organization-name': 'Nave 10 Matadero. Creación Dramática Contemporánea', 'accesibility': '1,6'}"
Escuela de Teatro. Teatro Municipal de Vallecas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=43c50a3c214f3810VgnVCM2000001f4a900aRCRD,28031,CALLE PASO DE VILLAMANRIQUE 3,,"{'organization-name': 'Teatro Municipal de Vallecas', 'accesibility': '1'}"
Esculturas desconocidas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=35acaf6138133810VgnVCM2000001f4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,11:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}"
Espacio P.O.M 2024-25,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=663e02a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}"
"Espacios naturales españoles, guardianes de la biodiversidad",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=fd4a29457e3e3910VgnVCM1000001d4a900aRCRD,28009,PASEO FERNAN NUÑEZ 2,10:00,"{'organization-name': 'Centro de Información y Educación Ambiental de El Huerto de El Retiro', 'accesibility': '1'}"
"Espectáculo de cuentos, música y magia: 'HISTORIAS CON ALAS Y CON PIES'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=58c205f190894910VgnVCM1000001d4a900aRCRD,28035,GLORIETA PRADERA DE VAQUERIZAS 9,18:00,"{'organization-name': 'Centro Cultural Alfredo Kraus (Fuencarral - El Pardo)', 'accesibility': '1'}"
"Espectáculo de cuentos. Surcando mares, buscando cuentos",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=5b9c3276cdfd4910VgnVCM1000001d4a900aRCRD,28042,CALLE BOTICA 7,12:00,"{'organization-name': 'Centro Cultural - Centro Socio Cultural Villa de Barajas', 'accesibility': '1,5,6'}"
Espectáculo de magia: 'LA MAGIA DE LOS CUENTOS',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ab81692abe6a4910VgnVCM2000001f4a900aRCRD,28048,CALLE MIRA EL RIO 4,12:00,"{'organization-name': 'Centro Sociocultural Alfonso XII (Fuencarral - El Pardo)', 'accesibility': '1'}"
"Espectáculo de payasos: 'ROTO Y DESCOSIDO, EL AMOR DE ROTO'",http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=e6a8070f747a4910VgnVCM2000001f4a900aRCRD,28035,CALLE ISLA DE ONS 14,12:00,"{'organization-name': 'Centro Sociocultural Rafael de León (Fuencarral - El Pardo)', 'accesibility': '1'}"
Espectáculo - Al Compás del Corazón,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=b3d7e4778bbc4910VgnVCM2000001f4a900aRCRD,28015,CALLE GALILEO 39,19:00,"{'organization-name': 'Centro Cultural Galileo (Chamberí)', 'accesibility': '1'}"
Espírituescalera «Mitología de barrio»,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=070d02a2fa0e1910VgnVCM1000001d4a900aRCRD,28015,CALLE CONDE DUQUE 9,20:00,"{'organization-name': 'Centro de Cultura Contemporánea Conde Duque', 'accesibility': '1'}"
Estrella Morente,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=7abc5cb81bab3910VgnVCM1000001d4a900aRCRD,28012,RONDA ATOCHA 35,20:00,"{'organization-name': 'Teatro Circo Price', 'accesibility': '1'}"
Estrenos Cineteca,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0e63fc6a6f343910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Cineteca Madrid', 'accesibility': '1'}"
Exhibición de chirigotas adultos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8662fcf4aade4910VgnVCM2000001f4a900aRCRD,28053,AVENIDA GLORIETAS 19,18:00,"{'organization-name': 'Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)', 'accesibility': '1'}"
Exhibición de chirigotas infantiles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce42fcf4aade4910VgnVCM2000001f4a900aRCRD,28053,AVENIDA GLORIETAS 19,12:00,"{'organization-name': 'Centro Cultural El Pozo del tío Raimundo (Puente de Vallecas)', 'accesibility': '1'}"
Experimentando con los sonidos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=75a309887a544910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,"{'organization-name': 'Casa del Lector', 'accesibility': '3'}"
Experimentando con los sonidos,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=33a309887a544910VgnVCM1000001d4a900aRCRD,28045,PASEO CHOPERA 14,,"{'organization-name': 'Casa del Lector', 'accesibility': '3'}"
Explora y juega Matadero Madrid en Familia,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7fff2d5c9662910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}"
Exploradores de imágenes,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=13c5e7da8b822910VgnVCM1000001d4a900aRCRD,28045,PLAZA LEGAZPI 8,,"{'organization-name': 'Matadero Madrid', 'accesibility': '1'}"
Exposición de Arte,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=06f6692abe6a4910VgnVCM2000001f4a900aRCRD,28041,CALLE LOS BOHEMIOS 1,,"{'organization-name': 'Centro Sociocultural Bohemios (Villaverde)', 'accesibility': '1'}"
Exposición de fotografía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=8851a3f111964910VgnVCM1000001d4a900aRCRD,28024,CARRETERA BOADILLA DEL MONTE 40,,"{'organization-name': 'Centro Cultural Sara Montiel (Latina)', 'accesibility': '1'}"
Exposición de Fotografía,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=54559b5298943910VgnVCM2000001f4a900aRCRD,28044,AVENIDA LAS AGUILAS 2,,"{'organization-name': 'Auditorio y sala de exposiciones Paco de Lucía (Latina)', 'accesibility': '1'}"
Exposición de fotografías aportadas por los alumnos del taller de Historia del Barrio de El Pilar,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=73ba4780d35f4910VgnVCM1000001d4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,08:30,"{'organization-name': 'Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)', 'accesibility': '1,6'}"
Exposición de fotografía: 'FOTOGRAFÍAS NEGRAS',http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c9bab2caf792f810VgnVCM1000001d4a900aRCRD,28035,CALLE ISLA DE ONS 14,,"{'organization-name': 'Centro Sociocultural Rafael de León (Fuencarral - El Pardo)', 'accesibility': '1'}"
Exposición de imágenes del audiovisual realizado por el colectivo El Ojo Móvil,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=c20d4780d35f4910VgnVCM1000001d4a900aRCRD,28029,AVENIDA MONFORTE DE LEMOS 38,08:30,"{'organization-name': 'Biblioteca Pública Municipal José Saramago (Fuencarral-El Pardo)', 'accesibility': '1,6'}"
Exposición de Mandalas,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=cef0ad50b7ad4910VgnVCM1000001d4a900aRCRD,28021,PLAZA PINAZO 9,,"{'organization-name': 'Centro Sociocultural San Cristóbal de los Ángeles (Villaverde)', 'accesibility': '1'}"
Exposición de Pintura Cinco Pinceles,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=0cc8106762794910VgnVCM1000001d4a900aRCRD,28030,CALLE ARROYO BELINCOSO 9,,"{'organization-name': 'Centro Sociocultural Eduardo Chillida (Moratalaz)', 'accesibility': '1'}"
Exposición de Pintura `La Otra Mirada´,http://www.madrid.es/sites/v/index.jsp?vgnextchannel=ca9671ee4a9eb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b2720b356cc4910VgnVCM2000001f4a900aRCRD,28021,CALLE MARIA MARTINEZ OVIOL 12,,"{'organization-name': 'Centro Sociocultural Santa Petronila (Villaverde)', 'accesibility': '1'}"
